word,meaning
rhodophyceous,": a class of chiefly marine multicellular algae (division Rhodophyta) comprising algae in which red phycoerythrin and sometimes blue phycocyanin mask the chlorophyll, in which no motile form or stage exists, and in which there is a well-marked and often complex alternation of generations  � compare red alga"
Rhodophyta,: a division or other category of algae coextensive with the class Rhodophyceae
rhodoplast,: one of the reddish chromatophores occurring in the red algae  � compare phaeoplast
rhodopsin,: a red photosensitive pigment in the retinal rods of the eye of most vertebrates that is important in vision in dim light
Rhodora,: an azalea (Rhododendron canadense) of northeastern North America that has spring-flowering pink blossoms
rhodospermin,: phycoerythrin
rhodospermous,: rhodophyceous
Rhodospirillum,: a genus of spiral actively motile bacteria (family Athiorhodaceae) that live in mud and stagnant water and are held to fix atmospheric nitrogen
Rhodotypos,: a genus of Japanese shrubs (family Rosaceae) having solitary white tetramerous flowers and shining black persistent drupelets  � see jetbead
Rhodymenia,: a genus of red algae (the type of the family Rhodymeniaceae) having a thallus that consists of numerous leaflike divisions  � see dulse
Rhodymeniaceae,: a family of red algae (order Rhodymeniales)
rhodymeniaceous,: a family of red algae (order Rhodymeniales)
Rhodymeniales,: an order of red algae (subclass Florideae) that resemble those of the order Ceramiales but are distinguished by having the auxiliary cell formed prior to fertilization
Rhoeadales,": an order of dicotyledonous plants including the families Papaveraceae, Fumariaceae, and Cruciferae and having regular or irregular cyclic flowers with hypogynous stamens and a superior compound ovary"
Rhoeo,: a monotypic genus of herbs (family Commelinaceae)  � see oyster plant sense 3
rhomb,: rhombus
rhombencephalon,: hindbrain sense 1
rhombic,: having the form of a rhombus
rhombiform,: rhombic
rhomboclase,: a mineral HFe(SO4)2.4H2O consisting of a hydrous acid ferric sulfate and occurring in colorless rhombic plates with basal cleavage
rhomboganoid,: holostean
Rhomboganoidei,: an order or other group coextensive with Holostei in its narrowest scope
rhombogene,": the form of a mesozoan of the order Dicyemida that occurs in the sexually mature host, arises from a final generation of nematogens, and gives rise to free-swimming ciliated larvae  � compare infusorigen"
rhombogenic,": the form of a mesozoan of the order Dicyemida that occurs in the sexually mature host, arises from a final generation of nematogens, and gives rise to free-swimming ciliated larvae  � compare infusorigen"
rhombogenous,": the form of a mesozoan of the order Dicyemida that occurs in the sexually mature host, arises from a final generation of nematogens, and gives rise to free-swimming ciliated larvae  � compare infusorigen"
rhombohedra,: a parallelepiped whose faces are rhombuses
rhombohedral,: a parallelepiped whose faces are rhombuses
rhombohedric,: rhombohedral
rhombohedron,: a parallelepiped whose faces are rhombuses
rhomboid,: a parallelogram with no right angles and with adjacent sides of unequal length
rhomboidal,: a parallelogram with no right angles and with adjacent sides of unequal length
rhomboideus,: either of two muscles that lie beneath the trapezius muscle and connect the spinous processes of various vertebrae with the medial border of the scapula
rhomboidly,: in a rhomboid form
rhombus,: a parallelogram with four equal sides and sometimes one with no right angles
rhonchial,: of or relating to a rhonchus
rhonchus,: a whistling or snoring sound heard on auscultation of the chest when the air channels are partly obstructed
rhopalic,: having each succeeding unit in a prosodic series larger or longer than the preceding one:
rhopalism,: the quality or state of being rhopalic
rhopalium,: one of the marginal sensory bodies of a discomedusan
Rhopalocera,: a division of Lepidoptera consisting of the butterflies  � compare heterocera
rhopaloceral,: a division of Lepidoptera consisting of the butterflies  � compare heterocera
rhopalocerous,: a division of Lepidoptera consisting of the butterflies  � compare heterocera
Rhopalura,: the chief genus of Orthonectida
rhotacism,: a defective pronunciation of r
rhotacize,: to undergo or produce rhotacism
rhubarb,: any of a genus (Rheum) of Asian plants of the buckwheat family having large leaves with thick petioles often used as food
rhumb,: a line or course on a single bearing
rhumba,: a ballroom dance of Cuban origin in �/₄ or ⁴/₄ time with a basic pattern of step-close-step and marked by a delayed transfer of weight and pronounced hip movements
rhumbatron,: the buncher and catcher singly or in combination in a klystron
Rhus,: sumac sense 2
rhyacolite,: sanidine
rhyme,: rhyming verse
rhymeless,: rhyming verse
rhymer,: rhyming verse
rhymester,: an inferior poet
rhymist,: poet
Rhynchobdellida,": an order of leeches with an exsertile proboscis, without jaws, and with colorless blood"
Rhynchocephalia,": an order of Reptilia that comprises forms resembling lizards but having biconcave vertebrae, immovable quadrate bones, and other peculiar osteological characters and that includes Sphenodon and numerous fossil genera  � compare tuatara"
rhynchocephalian,: any of an order (Rhynchocephalia) of reptiles resembling lizards that includes the tuatara as the only living member
rhynchocephalic,": an order of Reptilia that comprises forms resembling lizards but having biconcave vertebrae, immovable quadrate bones, and other peculiar osteological characters and that includes Sphenodon and numerous fossil genera  � compare tuatara"
rhynchocephalous,": an order of Reptilia that comprises forms resembling lizards but having biconcave vertebrae, immovable quadrate bones, and other peculiar osteological characters and that includes Sphenodon and numerous fossil genera  � compare tuatara"
rhynchocoelic,: nemertean
rhynchocoelous,: nemertean
rhyncholite,: the calcified tip of a jaw of a Triassic nautiloid cephalopod
Rhynchonella,: a genus (the type of the family Rhynchonellidae) of articulate brachiopods having a sharply beaked ridged shell with the dorsal valve convex and the ventral more or less flattened
Rhynchonellidae,: a family of articulate brachiopods that is known from the Ordovician to the Holocene and is usually placed in a distinct suborder or superfamily of Telotremata but is sometimes considered to form a separate order
rhynchonelloid,: a genus (the type of the family Rhynchonellidae) of articulate brachiopods having a sharply beaked ridged shell with the dorsal valve convex and the ventral more or less flattened
Rhynchophora,: a large and economically important group of beetles consisting of the weevils that usually have the head more or less prolonged in front to form a snout
rhynchophoran,: a large and economically important group of beetles consisting of the weevils that usually have the head more or less prolonged in front to form a snout
rhynchophore,: a large and economically important group of beetles consisting of the weevils that usually have the head more or less prolonged in front to form a snout
rhynchophorous,: having a beak
Rhynchosia,: a large genus of chiefly tropical often twining plants (family Leguminosae) with trifoliolate stipulate leaves and racemose yellow flowers
Rhynchospora,": a genus of widely distributed sedges (family Cyperaceae) having leafy culms, clustered spikelets, a perianth usually of barbed bristles, and an achene crowned by the persistent style base"
rhynchotal,: of or relating to the Hemiptera
rhynchote,: of or relating to the Hemiptera
rhynchotous,: of or relating to the Hemiptera
