word,meaning
mismeasure,: to measure (something) badly or incorrectly : to make a mistake in measuring
mismeasurement,: to measure (something) badly or incorrectly : to make a mistake in measuring
mismove,: a wrong move : misplay
misname,: to name incorrectly : miscall
misnomed,: misnomered
misnomer,: the misnaming of a person in a legal instrument
misogamic,: having a hatred of marriage
misogamist,: a hatred of marriage
misogamy,: a hatred of marriage
misogynic,: characterized by or expressing misogyny or hatred of women : misogynistic
misogynism,: misogyny
misogynist,: a person who hates or discriminates against women : a misogynistic person
misogynistic,": feeling, showing, or characterized by hatred of or prejudice against women : of, relating to, or being a misogynist"
misogynous,: characterized by or expressing misogyny or hatred of women : misogynistic
misogyny,": hatred of, aversion to, or prejudice against women"
misologist,: one given to misology
misology,": a hatred of argument, reasoning, or enlightenment"
misoneism,": a hatred, fear, or intolerance of innovation or change"
misoneist,: one who is subject to misoneism
misoneistic,: one who is subject to misoneism
misopedia,: a hatred of children
misopedist,: one who hates children
misorder,: to arrange or order incorrectly
misperceive,: to perceive (something) wrongly or improperly
misperception,: a false or inaccurate perception
misperform,: to perform wrongly or improperly
misperformance,: to perform wrongly or improperly
mispick,: an improperly meshed pick in textile machinery
mispickel,: arsenopyrite
misplace,: to put in a wrong or inappropriate place
misplacement,: to put in a wrong or inappropriate place
misplay,: a wrong or unskillful play : error
mispleading,: an error in pleading : a wrong pleading or omission
mispoint,: to punctuate wrongly
misposition,: to position improperly or incorrectly
mispraise,: dispraise
misprint,: a mistake in printed text (such as a deviation from copy or a typographical error)
misprisal,: misprision entry 2
misprision,: neglect or wrong performance of official duty
misprize,: to hold in contempt : despise
mispronounce,: to pronounce incorrectly or in a way regarded as incorrect
mispronunciation,: the act or an instance of mispronouncing
misproud,: wrongly or unreasonably proud : arrogant
mispunctuate,: to punctuate in a way regarded as incorrect
mispunctuation,: to punctuate in a way regarded as incorrect
misput,: misplace
misquotation,: the act or an instance of quoting something or someone incorrectly
misquote,: an act or instance of quoting something incorrectly : misquotation
misread,: to read incorrectly
misreckon,: to reckon wrongly
misrecollect,: to recollect wrongly
misreference,: an incorrect or mistaken reference
misrelate,: to relate badly or wrongly : to give an erroneous or inaccurate account of
misremember,: to remember incorrectly
misrender,: to render (something) incorrectly
misreport,: to report (something) falsely : to give an incorrect account of
misrepresent,: to give a false or misleading representation of usually with an intent to deceive or be unfair
misrepresentation,: to give a false or misleading representation of usually with an intent to deceive or be unfair
misrepresentative,: to give a false or misleading representation of usually with an intent to deceive or be unfair
misrepresenter,: to give a false or misleading representation of usually with an intent to deceive or be unfair
misrule,: to rule incompetently : misgovern
miss,": to fail to hit, reach, or contact"
missable,": to fail to hit, reach, or contact"
missal,: a book containing all that is said or sung at mass during the entire year
missay,: to speak evil of : slander
misseem,: misbecome
misset,: to set (something) wrongly
misshape,: to shape (something) badly : to give an unnatural shape or form to
misshapen,: having an ugly or deformed shape
misshapenly,: having an ugly or deformed shape
misshapenness,: having an ugly or deformed shape
missile,: capable of being thrown or projected to strike a distant object
missing,: absent
mission,: a specific task with which a person or a group is charged
missionary,: a person undertaking a mission and especially a religious mission
missioner,: missionary
missionize,: to carry on missionary work
missionizer,: to carry on missionary work
missis,: wife
missish,": appropriate to or characteristic of a young girl : prim, affected"
missishness,": appropriate to or characteristic of a young girl : prim, affected"
Mississippi,"river 2340 miles (3765 kilometers) long in the central U.S. flowing from north central Minnesota to the Gulf of Mexico in Louisiana and flowing through or forming a border of ten states  � see itasca, lake"
Mississippian,": of or relating to Mississippi, its people, or the Mississippi River"
missive,: a written communication : letter
Missouri,river 2466 miles (3968 kilometers) long in the western U.S. flowing from southwestern Montana into the Mississippi River in eastern Missouri  � see three forks
Missourian,river 2466 miles (3968 kilometers) long in the western U.S. flowing from southwestern Montana into the Mississippi River in eastern Missouri  � see three forks
misspeak,": to speak (something, such as a word) incorrectly"
misspell,: to spell incorrectly
misspelling,: an incorrect spelling
misspend,: to spend wrongly : squander
misstate,: to state incorrectly : give a false account of
misstatement,: to state incorrectly : give a false account of
misstep,: a mistake in judgment or action : blunder
missy,: a young girl : miss
mist,: water in the form of particles floating or falling in the atmosphere at or near the surface of the earth and approaching the form of rain
mistakable,: capable of being misunderstood or mistaken
mistake,: to blunder in the choice of
mistaken,: to blunder in the choice of
mistakenly,: to blunder in the choice of
mistaker,: to blunder in the choice of
mistaking,: to blunder in the choice of
mistakingly,: in a mistaking manner
mistassini,"lake in south central Quebec, Canada, draining west to James Bay area 840 square miles (2184 square kilometers)"
mistbow,: fogbow
misteach,: to teach wrongly or badly
misteacher,: to teach wrongly or badly
misted,: water in the form of particles floating or falling in the atmosphere at or near the surface of the earth and approaching the form of rain
mistempered,: deranged
Mister,: mr.
mister,: mr.
misterm,: to apply a wrong name or designation to : term incorrectly
mistetch,: to teach bad habits to
mistflower,: an American herb (Eupatorium coelestinum) with violet heads
mistful,: misty
misthink,: to think mistakenly or unfavorably
misthought,: to think mistakenly or unfavorably
misthrow,: an instance of throwing something wrongly or inaccurately
mistic,: a small lateen-rigged sailing ship used in the Mediterranean
mistigris,: a joker or blank card that the holder can play as any card
mistily,: obscured by mist
mistime,: to time (something) wrongly or improperly
mistiness,: obscured by mist
mistitle,: to wrongly state the title of (something)
mistle,: a large European thrush (Turdus viscivorus) that has closely spotted underparts and feeds on mistletoe berries
mistless,: not misty
