word,meaning
Agelacrinites,: a genus (the type of the family Agelacrinitidae) of saclike Devonian echinoderms with five covered food grooves on the oral side
Agelaius,: a genus of birds (family Icteridae) comprising the red-winged blackbirds
ageless,: not growing old or showing the effects of age
agelessness,: not growing old or showing the effects of age
agelong,: lasting for an age : everlasting
agency,: the office or function of an agent (see agent sense 4)
agenda,: a list or outline of things to be considered or done
agendum,: agenda
agenesis,: lack or failure of development (as of a body part)
agent,: one that acts or exerts power
agential,": of, relating to, or expressive of an agent or agency"
agentival,: expressive of an agent or of agency : denoting the performer of an action
agentive,: one that acts or exerts power
agentry,": the office, duties, or activities of an agent"
ager,: someone or something that ages a person or thing
Ageratum,: any of a genus (Ageratum) of annual tropical American composite herbs often cultivated for their small showy heads of usually blue or white flowers
ageusia,: the absence or impairment of the sense of taste
ageusic,: the absence or impairment of the sense of taste
agger,: a mound or construction made of soil and stones : earthwork sense 1: such as
Aggie,: an agricultural school or college
agglomerant,: something that causes agglomeration
agglomerate,": to gather into a ball, mass, or cluster"
agglomerated,": to gather into a ball, mass, or cluster"
agglomeratic,: having the characteristics of an agglomerate
agglomeration,: the action or process of collecting in a mass
agglomerative,: the action or process of collecting in a mass
agglomerator,: one that agglomerates
agglutinability,: capacity (as of red blood cells) to be agglutinated
agglutinable,: capacity (as of red blood cells) to be agglutinated
agglutinant,: causing or tending to cause adhesion
agglutinate,: to cause to adhere : fasten
agglutination,: the action or process of agglutinating
agglutinative,: adhesive
agglutinin,: a substance (such as an antibody) producing agglutination
agglutinogen,: an antigen whose presence results in the formation of an agglutinin
agglutinogenic,: an antigen whose presence results in the formation of an agglutinin
agglutinoid,": an agglutinin that has lost or never had the power to agglutinate but can still unite with its agglutinogen  � compare antibody, blocking antibody"
agglutinoscope,: an instrument used to facilitate visual observation of agglutination (as in a test tube)
aggradation,: a modification of the earth's surface in the direction of uniformity of grade by deposition
aggradational,: a modification of the earth's surface in the direction of uniformity of grade by deposition
aggrade,: to fill with detrital material
aggrandize,": to make great or greater : increase, enlarge"
aggrandizement,": to make great or greater : increase, enlarge"
aggrandizer,": to make great or greater : increase, enlarge"
aggrate,: to gratify or express gratitude to
aggravate,": to make worse, more serious, or more severe : to intensify unpleasantly"
aggravating,": arousing displeasure, impatience, or anger"
aggravation,: an act or circumstance that intensifies something or makes something worse
aggravator,: one that aggravates
aggregable,: that may be aggregated
aggregate,": formed by the collection of units or particles into a body, mass, or amount : collective: such as"
aggregately,": formed by the collection of units or particles into a body, mass, or amount : collective: such as"
aggregateness,": formed by the collection of units or particles into a body, mass, or amount : collective: such as"
aggregation,": a group, body, or mass composed of many distinct parts or individuals"
aggregative,: of or relating to an aggregate
aggregator,: someone or something that gathers together materials from a variety of sources
aggress,: to commit aggression : act aggressively
aggressin,: a hypothetical substance held to contribute to the virulence of pathogenic bacteria by paralyzing the host defensive mechanisms (as the white blood cells) and held to be produced by the bacteria in the body of the host
aggression,: a forceful action or procedure (such as an unprovoked attack) especially when intended to dominate or master
aggressive,: tending toward or exhibiting aggression
aggressively,: tending toward or exhibiting aggression
aggressiveness,: tending toward or exhibiting aggression
aggressor,: one that commits or practices aggression
aggrievance,: grievance
aggrieve,: to give pain or trouble to : distress
aggrieved,: troubled or distressed in spirit
aggrievedly,: troubled or distressed in spirit
aggrievement,: the quality or state of being aggrieved
aggroup,: to arrange in a group
aggroupment,: to arrange in a group
aggry,: a variegated glass bead found buried in the earth in Ghana and in England
Aghan,: a month of the Hindu year
aghast,": struck with terror, amazement, or horror : shocked and upset"
Aghlabite,": a member of an Arab dynasty ruling at Kairouan, northern Africa, a.d. 800�909"
agilawood,: agarwood
agile,: marked by ready ability to move with quick easy grace
agilely,: marked by ready ability to move with quick easy grace
agility,": the quality or state of being agile : nimbleness, dexterity"
agio,: a premium or percentage paid for the exchange of one currency for another (as where gold is given for silver or metallic for paper currency)
agiotage,: speculative buying or selling of stocks : stockjobbing
agist,: prejudice or discrimination against a particular age-group and especially the elderly
agistment,: the taking in of livestock for feeding at a specified rate
agistor,: one that agists livestock
agitable,: capable of being agitated
agitate,: to excite and often trouble the mind or feelings of : disturb
agitatedly,: to excite and often trouble the mind or feelings of : disturb
agitation,": the act or an instance of agitating something : a moving back and forth or with an irregular, rapid, or violent action"
agitational,": the act or an instance of agitating something : a moving back and forth or with an irregular, rapid, or violent action"
agitative,: causing agitation
agitator,: one that agitates: such as
agitprop,: propaganda
Agkistrodon,: a genus of pit vipers including the American copperhead and water moccasin
Aglaia,": one of the three sister goddesses (known as the three Graces) who are the givers of charm and beauty in Greek mythology  � compare euphrosyne, thalia"
aglance,: with a quick look
