word,meaning
frizzy,: not smooth and neat because individual shafts are variably wavy and do not align together
fro,: from
frock,: an outer garment worn by monks and friars : habit
frocking,: an outer garment worn by monks and friars : habit
froe,: a cleaving tool for splitting cask staves and shingles from the block
Froebelian,: relating to or derived from Friedrich Froebel or his kindergarten system of education
frog,: any of various largely aquatic leaping anuran amphibians (such as ranids) that have slender bodies with smooth moist skin and strong long hind legs with webbed feet  � compare toad
frogbit,: a European aquatic floating herb (Hydrocharis morsus-ranae) with roundish heart-shaped leaves and small white flowers
frogeater,: one that eats frogs
frogeye,: any of various fungal leaf diseases characterized by concentric rings about the diseased spots
frogface,: a face resembling a frog's
frogfish,: a fish (as the angler) of the family Antennariidae
frogged,: decorated or fastened with frogs
froggery,: a gathering of frogs
frogging,: frog sense 3a(2) : an ornamentation with frogs
froggish,: characteristic of a frog
froggy,": abounding in frogs : of, relating to, or resembling frogs"
froghopper,: spittlebug
froglet,: a young frog
frogling,: a small or young frog : froglet
frogman,": a person equipped (as with face mask, flippers, and air supply) for extended periods of underwater swimming"
frogmouth,: any of various wide-mouthed birds found from southern Asia to Australia that are related to the nightjars and constitute the family Podargidae
frogskin,: a piece of paper money
frogstool,: toadstool
froise,: a large thick pancake often served with bacon
frolic,: full of fun : merry
frolicker,: full of fun : merry
frolicsome,": full of gaiety : playful, sportive"
fromward,: away from : away
fromwards,: away from : away
frond,: a large leaf (especially of a palm or fern) usually with many divisions
frondage,: a collection of fronds : leafy foliage
fronded,: a large leaf (especially of a palm or fern) usually with many divisions
frondent,: having fronds
frondescence,: the condition or period of unfolding of leaves
frondescent,: the condition or period of unfolding of leaves
frondiferous,: bearing fronds or leaves
frondlet,: a small frond
frondose,: bearing fronds : resembling a frond : thalloid
frondosely,: bearing fronds : resembling a frond : thalloid
front,: forehead
frontad,: toward the front
frontage,: a piece of land that lies adjacent (as to a street or the ocean)
frontager,: one that holds the frontage (as on a road or on water)
frontal,: a cloth hanging over the front of an altar
frontalis,: the muscle of the forehead that forms part of the occipitofrontalis
frontality,: a schematic composition of the front view that is complete without lateral movement
frontally,: a cloth hanging over the front of an altar
frontbencher,: either of the two benches nearest the chair in a British legislature (such as the House of Commons) occupied by government and opposition leaders
fronted,: forehead
fronter,: one who is a member of an organization which is or is alleged to be a front
frontier,: a border between two countries
frontiersman,: a person who lives or works on a frontier
fronting,: forehead
frontispiece,: the principal front of a building
frontless,: shameless
frontlet,: a band or phylactery worn on the forehead
frontogenesis,: the coming together into a distinct front of two dissimilar air masses that commonly react upon each other to induce cloud and precipitation
frontolysis,: a process tending to destroy a meteorological front
frontooccipital,: of or relating to the forehead and occiput
frontoparietal,": of, relating to, or involving both frontal and parietal bones of the skull"
frontopontine,: of or relating to both the frontal lobe and the pons
frontotemporal,: of or relating to the frontal and the temporal bones
frontpiece,: the piece or part in or at the front of something
frontstall,: a plate of armor attached to a horse's bridle with holes for the eyes and nostrils
frontward,: toward the front
frontways,: from the front
frore,": frosty, frozen"
frory,": frozen, frosty"
frosh,: freshman
frost,: the process of freezing
frostbird,: any of various migratory birds that appear at about the time of the first frost
frostbite,: to affect or injure by frost or frostbite
frostbow,: a white arc in the sky that occurs in frosty weather and is formed by reflection of sunlight from floating ice crystals : the parhelic circle that has its center at the zenith and is not to be confused with the white rainbow
frosted,: coated or decorated with icing
froster,: one that frosts: such as
frostfish,: tomcod sense 1a
frostflower,: a small bulbous herb (Milla biflora) of Mexico and the southwestern U.S.
frostily,: attended with or producing frost : freezing
frostiness,: attended with or producing frost : freezing
frosting,: icing
frostless,: not marked or hardened by frost
frostroot,: skevish
frostweed,: any of several plants upon which ice crystals form during the first frosts: such as
frostwork,: the figures that moisture sometimes forms in freezing (as on a windowpane)
frostwort,: a shrubby frostweed (Helianthemum canadense) of northeastern North America with solitary terminal petalous flowers and few apetalous cleistogamous flowers
frosty,: attended with or producing frost : freezing
froth,: bubbles formed in or on a liquid : foam
frother,: an agent (as pine oil or cresol) that is active in froth flotation through its ability to change the surface tension of a liquid and consequently decrease the wettability of the particles to be recovered
frothily,: full of or consisting of froth
frothiness,: full of or consisting of froth
frothing,: bubbles formed in or on a liquid : foam
frothy,: full of or consisting of froth
frotton,: a burnisher for rubbing the back of paper in block printing
froufrou,: a rustling especially of a woman's skirts
frough,": brittle, fragile"
frounce,": curl, frizzle"
frow,: a cleaving tool for splitting cask staves and shingles from the block
froward,: habitually disposed to disobedience and opposition
frowardly,: habitually disposed to disobedience and opposition
frowardness,: habitually disposed to disobedience and opposition
frower,: froe
frown,: to contract the brow in displeasure or concentration
frowner,: to contract the brow in displeasure or concentration
