word,meaning
winningly,: the act of one that wins : victory
winningness,: the quality or state of being winning
winnings,: the act of one that wins : victory
winninish,: ouananiche
Winnipesaukee,lake in central New Hampshire area 71 square miles (185 square kilometers)
winnonish,: ouananiche
winnow,": to remove (something, such as chaff) by a current of air"
winnower,": to remove (something, such as chaff) by a current of air"
winnowing,": to remove (something, such as chaff) by a current of air"
Winona,"city on the Mississippi River in southeastern Minnesota population 27,592"
winrace,: the fastest time made by the winning horse in a public trotting race
winsome,: generally pleasing and engaging often because of a childlike charm and innocence
winsomely,: generally pleasing and engaging often because of a childlike charm and innocence
winsomeness,: generally pleasing and engaging often because of a childlike charm and innocence
Winston,"city in northern North Carolina population 229,617 "
winter,": the season between autumn and spring comprising in the northern hemisphere usually the months of December, January, and February or as reckoned astronomically extending from the December solstice to the March equinox"
Winteraceae,: a small family of chiefly tropical shrubs and trees (order Ranales) characterized by alternate aromatic pellucid-dotted leaves without stipules and rather small usually cymose or fasciculate flowers with a single whorl of carpels and sometimes included in Magnoliaceae
winterberry,": an eastern North American shrub (Ilex verticillata) of the holly family with axillary flowers, usually bright red berries, and deciduous leaves that turn black in the fall"
winterbloom,: witch hazel sense 2a
winterbourne,: a stream that flows only or chiefly in winter
wintered,": the season between autumn and spring comprising in the northern hemisphere usually the months of December, January, and February or as reckoned astronomically extending from the December solstice to the March equinox"
winterer,: one that winters
winterfeed,: to provide (as cattle) with feed to supplement or replace pasturage during the winter
wintergreen,": any of a genus (Pyrola of the family Pyrolaceae, the wintergreen family) of evergreen perennial herbs (such as the shinleafs) that have basal leaves and racemose flowers"
winterhain,: to let pasture lie without cattle in winter especially in order to take off a crop of hay in the spring
wintering,": the season between autumn and spring comprising in the northern hemisphere usually the months of December, January, and February or as reckoned astronomically extending from the December solstice to the March equinox"
winterish,: suitable to winter : suggestive of winter : somewhat wintry
winterishly,: suitable to winter : suggestive of winter : somewhat wintry
winterization,: to make ready for winter or winter use and especially resistant or proof against winter weather
winterize,: to make ready for winter or winter use and especially resistant or proof against winter weather
winterkill,: to kill (a plant or part of a plant) by exposure to winter conditions
winterkilling,: to kill (a plant or part of a plant) by exposure to winter conditions
winterless,: free from winter : not characterized by wintery conditions (as of weather)
winterly,": of, relating to, or occurring in winter : wintry"
wintertide,: wintertime
wintertime,: the season of winter
winterward,: in the direction of winter
winterwards,: in the direction of winter
winterweed,: a weedy plant that remains green during winter: such as
wintle,": stagger, reel"
wintrily,: in a wintry manner : so as to be wintry
wintriness,": of, relating to, or characteristic of winter"
wintry,": of, relating to, or characteristic of winter"
Wintun,": an Indian people of the Sacramento valley, California"
winy,: having the taste or qualities of wine
winze,: a steeply inclined passageway in a mine
wipe,: to rub with or as if with something soft for cleaning
wiper,: a person who wipes
wir,: our
wirable,: capable of being wired
wire,: metal in the form of a usually very flexible thread or slender rod
wirebar,: a cast bar of metal ready for making into wire
wirebird,: a plover (Charadrius sanctaehelenae) of the island of St. Helena
wired,: reinforced by wire (as for strength)
wiredraw,: to draw or stretch forcibly : elongate
wiredrawer,: to draw or stretch forcibly : elongate
wiredrawn,: excessively minute and subtle
wirehair,: a wirehaired dog or cat
wireless,: having no wire or wires
wirelessly,: having no wire or wires
wirelessness,: the quality or state of being wireless
wirelike,: metal in the form of a usually very flexible thread or slender rod
wireman,: a maker of or worker with wire
Wirephoto,: a photograph transmitted by electrical signals over telephone wires
wirepull,: to pull wires
wirepuller,: one who uses secret or underhanded means to influence the acts of a person or organization
wirepulling,: one who uses secret or underhanded means to influence the acts of a person or organization
wirer,: metal in the form of a usually very flexible thread or slender rod
wiresmith,: one who makes wire especially by the old method of hammering up strips of metal
wiretail,: ruddy duck
wireway,: a conduit for wires
wireweed,: knotgrass sense 1
wirework,: a work of wires
wireworker,: one that makes things (as cables) from wire
wireworks,: a work of wires
wireworm,: any of the slender hard-coated larvae of various click beetles that include some destructive especially to plant roots
wirily,: made of wire
wiriness,: made of wire
wiring,: the act of providing or using wire
wirl,: a stunted or puny creature
wirling,: a stunted or puny creature
wirr,: growl
wirrah,: an Australian spotted food fish (Acanthistius serratus) of the family Serranidae
wiry,: made of wire
wis,: know
Wisconsinite,river 430 miles (692 kilometers) long in central Wisconsin flowing south and west into the Mississippi River
wisdom,: ability to discern inner qualities and relationships : insight
wise,": characterized by wisdom : marked by deep understanding, keen discernment, and a capacity for sound judgment"
wiseacre,: one who pretends to knowledge or cleverness
wisecrack,: a clever or sarcastic remark
wisecracker,: a clever or sarcastic remark
wisehead,: wiseacre sense 1
wisehearted,: of an understanding disposition : discerning
wiselike,": of a rational or suitable nature : sensible, becoming"
wiseling,": wiseacre, witling"
wisely,": characterized by wisdom : marked by deep understanding, keen discernment, and a capacity for sound judgment"
wiseman,": a man of unusual learning, judgment, or insight : sage"
wiseness,": characterized by wisdom : marked by deep understanding, keen discernment, and a capacity for sound judgment"
wisenheimer,: smart aleck
wisent,: a bison (Bison bonasus) of European forests that has golden to dark brown dense fur and is slightly smaller in size than the related American bison : european bison
wiser,": characterized by wisdom : marked by deep understanding, keen discernment, and a capacity for sound judgment"
wisewoman,": a woman versed in charms, conjuring, or fortune-telling"
wish,": to have a desire for (something, such as something unattainable)"
wishbone,: a forked bone in front of the breastbone in a bird consisting chiefly of the two clavicles fused at their median or lower end
